Material_Main,Turning times,V2_Ventilation Interval (min),M1_is Enclosed, Composting Method,Period (d),V4_Ventilation Day,V3_Ventilation Duration (min),Application Rate (%DW),Material_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Initial C/N (%),Initial TN (%),V1_Ventilation Type,Initial TC (%),Additive_1,Initial density (kg/L),Final GI (%)
8,8.0,0,1,0,56.0,0.0,0.0,9.9,5,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,1,0.475,121.4
8,8.0,0,1,0,56.0,0.0,0.0,13.2,5,1.2,0.0,67.6,18.98238,2.03974,0,38.71921,1,0.475,82.5
5,3.11111,0,1,0,28.0,0.0,0.0,0.0,5,0.13,0.0,61.4561,30.8801,1.667,0,51.47713,0,0.5,121.0
5,3.11111,0,1,0,28.0,0.0,0.0,2.0,5,0.13,0.0,60.661,30.0375,1.668,0,50.10255,3,0.5,127.0
0,5.33333,0,0,1,64.0,0.0,0.0,0.0,5,1.0,0.0,74.0,24.17538,2.23336,0,45.71888,0,0.1715,65.9
0,5.33333,0,1,1,64.0,0.0,0.0,0.0,5,1.0,0.0,74.0,24.17538,2.28344,0,45.71888,0,0.1715,84.8
0,5.33333,0,1,1,64.0,0.0,0.0,0.0,5,1.0,0.0,74.0,23.67538,2.23179,0,45.71888,0,0.1715,110.4
0,5.33333,0,1,1,64.0,64.0,0.0,0.0,5,1.0,1.157,74.0,19.65,2.11755,0,37.85355,0,0.1715,117.9
5,0.0,5,1,0,25.0,25.0,30.0,0.0,5,0.06,0.82645,60.0,20.12346,2.2314,1,44.90358,0,0.3025,97.0
5,0.0,5,1,0,25.0,25.0,30.0,0.0,5,0.06,1.64384,60.0,20.01965,2.23068,1,44.65753,0,0.30417,106.28
8,14.0,5,1,0,28.0,28.0,30.0,0.0,5,0.07122,0.8589,60.0,15.04166,2.6237,1,39.4648,0,0.22888,75.0
8,14.0,5,1,0,28.0,28.0,30.0,0.0,5,0.07122,0.92562,60.0,19.96354,1.99111,1,39.7496,0,0.21239,88.5
8,14.0,5,1,0,28.0,28.0,30.0,0.0,5,0.07122,0.90323,60.0,24.98683,1.60222,1,40.0344,0,0.21765,116.05
2,7.0,6,1,0,28.0,28.0,30.0,0.0,5,0.06,1.20727,66.9,25.0,1.5,1,37.5,0,0.55333,70.8
2,7.0,6,1,0,28.0,28.0,30.0,0.0,0,0.06,0.96434,58.6,20.9,1.7,1,36.1,0,0.51833,121.4
5,0.0,5,1,2,21.0,21.0,30.0,0.0,3,0.00828,0.15543,59.79,30.3,1.147,1,34.7541,0,0.66843,107.576
5,0.0,5,1,2,21.0,21.0,30.0,0.0,3,0.00828,0.31087,59.79,30.3,1.147,1,34.7541,0,0.66843,117.677
5,0.0,5,1,2,21.0,21.0,30.0,0.0,3,0.00828,0.15543,59.79,30.3,1.147,1,34.7541,0,0.66843,88.3838
6,5.24451,8,1,0,45.00543,23.95271,3.71964,4.61917,3,1.07218,0.65641,64.22697,21.36486,2.05673,1,39.17911,0,0.47904,101.1
6,5.24451,8,1,0,45.00543,23.95271,3.71964,4.61917,3,1.07218,0.65641,64.22697,21.36486,2.05673,1,39.17911,14,0.47904,65.5
6,5.24451,8,1,0,45.00543,23.95271,3.71964,4.61917,3,1.07218,0.65641,64.22697,21.36486,2.05673,1,39.17911,14,0.47904,85.7143
6,5.24451,8,1,0,45.00543,23.95271,3.71964,4.61917,3,1.07218,0.65641,64.22697,21.36486,2.05673,1,39.17911,18,0.47904,48.3
0,6.0,0,1,0,66.0,66.0,0.0,0.0,5,0.028,0.4,72.7,18.0,1.9,0,34.2,0,0.26071,97.7459
0,6.0,0,1,0,66.0,66.0,0.0,0.0,5,0.028,0.4,71.7,18.0,1.92,0,34.56,0,0.25,93.2377
0,6.0,0,1,0,66.0,66.0,0.0,0.0,5,0.028,0.2,71.7,18.0,1.92,0,34.56,0,0.25,49.1803
0,6.0,0,1,0,66.0,66.0,0.0,0.0,3,0.028,0.2,68.8,22.0,1.76,0,38.72,0,0.25,95.0
0,6.0,0,1,0,66.0,66.0,0.0,0.0,3,0.028,0.2,69.5,26.0,1.55,0,40.3,0,0.25,86.875
0,6.0,0,1,0,66.0,66.0,0.0,0.0,3,0.028,0.2,67.3,29.0,1.33,0,38.57,0,0.25,91.6667
0,6.0,0,1,0,66.0,66.0,0.0,0.0,5,0.028,0.2,71.8,18.0,1.92,0,34.56,0,0.25,112.295
0,0.0,0,0,1,64.0,0.0,0.0,0.0,5,1.1,0.0,74.27405,24.31619,2.04892,0,45.07488,0,0.15591,65.7975
0,0.0,0,1,1,64.0,0.0,0.0,0.0,5,1.1,0.0,74.27405,24.31619,2.04892,0,45.07488,0,0.15591,84.2945
0,5.33333,0,1,1,64.0,0.0,0.0,0.0,5,1.1,0.0,74.27405,23.88538,2.04892,0,45.59188,0,0.15591,109.969
0,5.24451,14,1,1,45.00543,23.95271,3.71964,4.61917,5,1.07218,0.65641,64.22697,21.36486,2.05673,1,39.17911,0,0.47904,117.975
1,4.44444,0,1,1,40.0,0.0,0.0,0.0,5,0.2,0.0,65.0,29.7094,1.33073,0,39.53519,0,0.25,97.619
1,4.44444,0,1,1,40.0,0.0,0.0,1.0,5,0.2,0.0,65.0,29.8465,1.34581,0,40.16772,15,0.25,130.595
1,4.44444,0,1,1,40.0,0.0,0.0,5.0,5,0.2,0.0,65.0,33.0811,1.24777,0,41.2776,0,0.25,105.714
1,4.44444,0,1,1,40.0,0.0,0.0,6.0,5,0.2,0.0,65.0,33.4375,1.23268,0,41.21774,0,0.25,131.786
0,0.0,0,1,0,20.0,20.0,0.0,0.0,5,0.06,0.21,60.22,29.35,1.45,0,42.38,0,0.66843,90.14
0,0.0,2,1,0,20.0,20.0,10.0,0.0,5,0.06,0.42,60.22,29.35,1.45,1,42.38,0,0.66843,94.79
0,0.0,3,1,0,20.0,20.0,5.0,0.0,5,0.06,0.84,60.22,29.35,1.45,1,42.38,0,0.66843,88.56
5,3.0,0,0,1,30.0,0.0,0.0,0.0,5,0.1458,0.0,62.32164,20.0,1.68196,0,42.8535,0,0.23627,87.5514
5,3.0,0,0,1,30.0,0.0,0.0,0.0,5,0.1458,0.0,61.18467,25.0,1.68878,0,42.8535,0,0.32222,86.1971
5,3.0,0,0,1,30.0,0.0,0.0,0.0,5,0.1458,0.0,62.41295,30.0,1.56083,0,44.78243,0,0.33472,83.8271
8,6.22222,0,1,0,56.0,0.0,0.0,0.0,5,0.1,0.0,66.95741,24.8781,1.66749,0,42.32072,0,0.40058,114.286
8,6.22222,0,1,0,56.0,0.0,0.0,10.0,5,0.1,0.0,64.23182,26.366,1.57849,0,39.99132,0,0.42636,123.429
0,0.0,0,1,0,21.0,21.0,0.0,0.0,5,0.06,0.21,55.0,11.5,2.34,0,26.8,0,0.25926,70.9552
0,0.0,0,1,0,21.0,21.0,0.0,20.0,5,0.06,0.21,55.0,14.7,2.52,0,36.1,9,0.25926,90.0531
0,0.0,0,1,0,21.0,21.0,0.0,20.0,5,0.06,0.21,55.0,14.0,2.52,0,35.3,9,0.25926,113.607
0,15.5,0,1,0,31.0,31.0,0.0,0.0,5,0.06,0.09384,65.4,14.2,2.1,0,29.7,0,0.51333,84.4
0,15.5,0,1,0,31.0,31.0,0.0,0.0,5,0.06,0.15639,65.4,14.2,2.1,0,29.7,0,0.51333,70.1
0,15.5,4,1,0,31.0,31.0,10.0,0.0,5,0.06,0.28151,65.4,14.2,2.1,1,29.7,0,0.51333,80.4
8,0.0,0,1,0,48.0,48.0,0.0,0.0,1,0.045,0.3279,50.0,17.07927,2.46,0,42.015,0,0.64044,126.4
5,0.0,0,1,0,48.0,48.0,0.0,0.0,1,0.045,0.34666,50.0,17.32857,2.66,0,46.094,0,0.60578,89.3
7,0.0,0,1,0,48.0,48.0,0.0,0.0,1,0.045,0.38698,50.0,19.33299,1.97,0,38.086,0,0.54267,118.3
4,0.0,0,1,0,48.0,48.0,0.0,0.0,4,0.045,0.32143,50.0,21.56792,1.06,0,22.862,0,0.65333,102.3
6,7.0,0,1,0,35.0,35.0,0.0,0.0,5,0.06,0.2,72.1,10.57997,2.77826,0,29.3939,0,0.646,113.314
6,7.0,0,1,0,35.0,35.0,0.0,10.0,5,0.06,0.2,72.1,11.30095,2.59565,0,29.3333,17,0.646,103.193
6,7.0,0,1,0,35.0,35.0,0.0,10.0,5,0.06,0.2,72.1,10.89254,2.6837,0,29.2323,1,0.646,105.622
6,7.0,0,1,0,35.0,35.0,0.0,12.5,5,0.06,0.2,72.1,11.19228,2.68042,0,30.0,17,0.646,108.658
6,7.0,0,1,0,35.0,35.0,0.0,12.5,5,0.06,0.2,72.1,11.3794,2.67717,0,30.4646,1,0.646,118.375
8,21.0,0,1,0,21.0,21.0,0.0,0.0,5,1.2096,0.24,59.81,19.9,1.91,0,38.1,0,0.42876,93.25
8,21.0,0,1,0,21.0,21.0,0.0,0.0,0,1.2096,0.24,60.21,19.9,1.79,0,35.6,0,0.42876,105.78
8,17.5,0,1,0,70.0,0.0,0.0,0.0,5,1.2096,0.0,63.6,17.26269,2.12625,0,36.7048,0,0.43648,112.278
8,17.5,0,1,0,70.0,70.0,0.0,0.0,5,1.2096,0.18,63.6,17.26269,2.12625,0,36.7048,0,0.25684,98.748
8,17.5,0,1,0,70.0,70.0,0.0,0.0,5,1.2096,0.36,63.6,17.26269,2.12625,0,36.7048,0,0.25684,100.969
8,17.5,0,1,0,70.0,70.0,0.0,0.0,5,1.2096,0.54,63.6,17.26269,2.12625,0,36.7048,0,0.25684,93.0937
8,5.24451,4,1,0,45.00543,23.95271,3.71964,4.61917,5,1.07218,0.65641,64.22697,21.36486,2.05673,1,39.17911,0,0.47904,106.624
8,7.5,1,1,0,30.0,30.0,25.0,0.0,5,0.06,0.48,65.9,17.86175,2.17,1,38.76,0,0.56626,100.7
8,7.5,1,1,0,30.0,30.0,25.0,10.0,5,0.06,0.48,64.5087,18.73469,1.96,1,36.72,17,0.59106,105.9
8,7.5,1,1,0,30.0,30.0,25.0,10.2,5,0.06,0.48,64.389,17.73301,2.06,1,36.53,17,0.5991,112.4
8,7.5,1,1,0,30.0,30.0,25.0,5.2,5,0.06,0.48,62.90879,17.80952,2.1,1,37.4,17,0.60408,107.9
5,12.5,5,1,0,25.0,25.0,30.0,0.0,5,0.06,0.82645,65.0,20.0,2.39205,1,40.32411,0,0.34571,97.0787
5,12.5,5,1,0,25.0,25.0,30.0,0.0,5,0.06,1.64384,65.0,20.0,2.39205,1,40.7488,0,0.34762,105.583
5,4.15,0,0,2,83.0,0.0,0.0,0.0,3,2.0,0.0,72.4,23.5,1.6,0,37.6,0,0.564,46.0
8,7.71429,0,0,1,54.0,0.0,0.0,0.0,5,0.13,0.0,66.28,22.99234,2.00199,0,38.47214,0,0.3083,84.196
8,7.71429,0,0,1,54.0,0.0,0.0,15.0,5,0.13,0.0,62.82171,17.77801,2.29398,0,36.26206,1,0.36329,91.2548
8,7.71429,0,0,1,54.0,0.0,0.0,15.0,5,0.13,0.0,62.82171,17.77801,2.29398,0,36.26206,1,0.36329,76.2968
8,7.71429,0,0,1,54.0,0.0,0.0,0.0,5,0.13,0.0,66.28,22.99234,2.00199,0,38.47214,0,0.3083,111.975
8,7.71429,0,0,1,54.0,0.0,0.0,6.0,5,0.13,0.0,63.24,21.49659,2.24279,0,36.18694,16,0.401,83.6134
8,7.71429,0,0,1,54.0,0.0,0.0,6.0,5,0.13,0.0,63.24,21.49659,2.24279,0,36.18694,16,0.401,86.7647
0,5.24451,0,1,0,45.00543,23.95271,3.71964,4.61917,5,1.07218,0.65641,64.22697,21.36486,2.05673,0,39.17911,0,0.47904,112.09
0,0.0,0,1,0,21.0,21.0,0.0,0.0,0,0.007,3.41115,61.25115,11.68272,2.473,0,25.35881,0,0.88143,105.78
0,0.0,0,1,0,21.0,21.0,0.0,0.0,0,0.007,1.35584,61.38173,11.25811,2.448,0,25.34695,0,0.90571,117.35
0,0.0,0,1,0,21.0,21.0,0.0,0.0,0,0.007,1.35584,61.32549,11.45183,2.419,0,24.5567,0,0.95429,119.45
6,5.0,13,1,0,45.0,45.0,20.0,0.0,5,0.12,0.94745,65.0,20.62762,2.14963,1,38.92499,0,0.4168,92.0
6,5.0,13,1,0,45.0,45.0,20.0,5.0,5,0.12,1.71576,65.0,21.9187,2.37593,1,37.1463,16,0.3489,114.0
6,5.0,13,1,0,45.0,45.0,20.0,1.0,5,0.12,0.92403,65.0,20.62762,2.05396,1,38.65892,16,0.4418,103.0
6,5.0,13,1,0,45.0,45.0,20.0,1.0,5,0.12,0.92403,65.0,20.62762,2.05396,1,38.65892,19,0.4418,52.0
6,5.0,13,1,0,45.0,45.0,20.0,3.0,5,0.12,0.93795,65.0,21.10208,2.04396,1,38.4367,6,0.49078,74.0
6,5.0,13,1,0,45.0,45.0,20.0,3.0,5,0.12,0.93795,65.0,21.10208,2.04396,1,38.4367,12,0.49078,112.0
6,5.0,13,1,0,45.0,45.0,20.0,5.0,5,0.12,1.71576,65.0,21.9187,2.37593,1,37.1463,1,0.3489,81.0
6,0.5,7,1,0,52.0,52.0,15.0,0.0,3,0.1,0.00583,59.02,24.0367,1.86727,1,44.883,0,0.72234,87.0
6,0.5,7,1,0,52.0,52.0,15.0,2.0,3,0.1,0.00583,59.02,24.25967,1.81636,1,44.0643,3,0.72934,96.0
6,0.5,7,1,0,52.0,52.0,15.0,5.0,3,0.1,0.00583,59.02,24.13938,1.76727,1,42.6608,3,0.73984,92.0
6,0.5,7,1,0,52.0,52.0,15.0,10.0,3,0.1,0.00583,59.02,24.09582,1.67727,1,40.4152,3,0.75734,97.0
8,0.0,0,1,0,50.0,50.0,0.0,0.0,5,0.1,0.3,60.0,25.0,1.79369,0,45.68891,0,0.59489,93.06
8,0.0,0,1,0,50.0,50.0,0.0,10.0,5,0.1,0.3,60.0,25.0,1.68726,0,43.74646,0,0.59489,99.34
8,0.0,0,1,0,50.0,50.0,0.0,10.0,5,0.1,0.3,60.0,25.0,1.68726,0,43.74646,20,0.59489,98.21
8,0.0,0,1,0,50.0,50.0,0.0,20.0,5,0.1,0.3,60.0,25.0,1.84627,0,43.27641,0,0.54132,102.41
8,5.55556,0,1,0,50.0,50.0,0.0,0.0,5,0.1,0.3,49.58,32.24766,2.34233,0,40.81809,0,0.48211,93.4361
8,5.55556,0,1,0,50.0,50.0,0.0,10.0,5,0.1,0.3,59.866,26.39749,1.96662,0,43.81105,0,0.4992,99.6662
8,5.55556,0,1,0,50.0,50.0,0.0,20.0,5,0.1,0.3,60.907,21.42811,2.10632,0,44.83815,0,0.46474,102.617
8,5.55556,0,1,0,50.0,50.0,0.0,20.5,5,0.1,0.3,60.907,22.01853,2.10632,0,44.83815,0,0.46474,104.912
8,5.55556,0,1,0,50.0,50.0,0.0,21.0,5,0.1,0.3,60.907,22.01853,2.10632,0,44.83815,0,0.46474,104.256
8,5.55556,0,1,0,50.0,50.0,0.0,22.0,5,0.1,0.3,60.907,22.01853,2.10632,0,44.83815,0,0.46474,106.224
6,7.0,0,1,0,35.0,35.0,0.0,0.0,5,0.06,0.1,72.86,11.37,2.68,0,30.45,0,0.667,110.091
6,7.0,0,1,0,35.0,35.0,0.0,0.0,5,0.06,0.2,72.86,11.37,2.68,0,30.45,0,0.667,97.1194
6,7.0,0,1,0,35.0,35.0,0.0,0.0,5,0.06,0.3,72.86,11.37,2.68,0,30.45,0,0.667,87.0957
8,9.33333,0,1,0,28.0,28.0,0.0,0.0,5,0.06,0.25,52.2,24.8,2.23,0,41.27,0,0.51248,116.999
8,9.33333,0,1,0,28.0,28.0,0.0,1.82956,5,0.06,0.25,58.02882,20.79943,2.22788,0,42.90273,6,0.58992,107.259
8,9.33333,0,1,0,28.0,28.0,0.0,1.82956,5,0.06,0.25,58.02882,20.79943,2.25502,0,42.90273,6,0.58992,108.235
8,9.33333,0,1,0,28.0,28.0,0.0,1.82956,5,0.06,0.25,58.02882,20.79943,2.2751,0,42.90273,6,0.58992,88.2353
8,9.33333,0,1,0,28.0,28.0,0.0,1.82956,5,0.06,0.25,58.02882,20.79943,2.31124,0,42.90273,6,0.58992,90.7843
8,9.33333,0,1,0,28.0,28.0,0.0,1.82956,5,0.06,0.25,58.32282,21.00843,2.35657,0,42.90273,6,0.58895,81.9101
0,0.0,0,0,2,45.0,0.0,0.0,0.0,5,6.48,0.0,60.0,25.0,1.22751,0,43.28779,0,0.24669,94.3902
0,0.0,0,0,2,45.0,0.0,0.0,10.0,5,6.48,0.0,60.0,25.0,1.19432,0,42.23608,1,0.27138,110.447
0,0.0,0,0,2,45.0,0.0,0.0,0.0,5,6.48,0.0,60.0,25.0,1.24323,0,43.28779,0,0.27138,104.756
0,0.0,0,0,2,35.0,0.0,0.0,0.0,5,26.25,0.0,62.672,19.2334,2.1408,0,32.59319,0,0.57714,57.6305
0,0.0,0,0,2,35.0,0.0,0.0,0.0,5,26.25,0.0,59.7839,20.3833,2.32045,0,32.18906,0,0.58857,71.4859
0,0.0,0,0,2,35.0,0.0,0.0,0.0,5,26.25,0.0,56.0294,21.4286,2.4,0,32.2,0,0.60571,76.1044
0,0.0,0,0,2,35.0,0.0,0.0,0.0,5,26.25,0.0,53.7189,22.7875,2.4,0,32.2,0,0.62286,82.5301
